============================================================================  ==================================================  ===================  ===================  ===================  ===================
File path                                                                     File name                                             File size (bytes)  last access          Last modified        Creation time
============================================================================  ==================================================  ===================  ===================  ===================  ===================
.\venv2\Lib\site-packages\win32\test                                          test_pywintypes.py                                                 4124  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_security.py                                                   5205  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_sspi.py                                                       5368  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32api.py                                                   8797  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32crypt.py                                                 1074  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32event.py                                                 4334  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32file.py                                                 40906  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32gui.py                                                   2891  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32guistruct.py                                             8721  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32inet.py                                                  2460  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32net.py                                                    629  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32pipe.py                                                  5548  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32rcparser.py                                              2503  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32timezone.py                                               297  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32trace.py                                                11269  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test                                          test_win32wnet.py                                                  5943  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\win32rcparser                            python.bmp                                                          778  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\win32rcparser                            python.ico                                                          766  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\win32rcparser                            test.h                                                             1169  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\win32rcparser                            test.rc                                                            6273  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              handles.cpython-37.pyc                                             5079  15/01/2020 15:16:19  15/01/2020 15:16:19  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              testall.cpython-37.pyc                                             4804  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_clipboard.cpython-37.pyc                                      4663  15/01/2020 15:16:19  15/01/2020 15:16:19  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_exceptions.cpython-37.pyc                                     8502  15/01/2020 15:16:19  15/01/2020 15:16:19  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_odbc.cpython-37.pyc                                           7252  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_pywintypes.cpython-37.pyc                                     3913  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_security.cpython-37.pyc                                       5610  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_sspi.cpython-37.pyc                                           4902  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32api.cpython-37.pyc                                       7594  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32crypt.cpython-37.pyc                                     1189  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32event.cpython-37.pyc                                     4677  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32file.cpython-37.pyc                                     26842  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32gui.cpython-37.pyc                                       2706  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32guistruct.cpython-37.pyc                                 8313  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32inet.cpython-37.pyc                                      5109  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32net.cpython-37.pyc                                        922  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32pipe.cpython-37.pyc                                      3959  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32rcparser.cpython-37.pyc                                  2824  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32timezone.cpython-37.pyc                                   664  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32trace.cpython-37.pyc                                    12053  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32\test\__pycache__                              test_win32wnet.cpython-37.pyc                                      5094  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            License.txt                                                        1548  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            olectl.py                                                          2984  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            readme.htm                                                         3757  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            storagecon.py                                                      3082  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            universal.py                                                       8237  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            util.py                                                             884  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com                                            __init__.py                                                        4298  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     build.py                                                          23485  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     CLSIDToClass.py                                                    1705  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     combrowse.py                                                      20236  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     connect.py                                                         1310  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     dynamic.py                                                        22086  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     gencache.py                                                       23678  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     genpy.py                                                          46987  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     makepy.py                                                         12411  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     selecttlb.py                                                       4959  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     tlbrowse.py                                                        7827  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     util.py                                                            2968  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client                                     __init__.py                                                       22594  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         build.cpython-37.pyc                                              15361  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         CLSIDToClass.cpython-37.pyc                                        2093  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         combrowse.cpython-37.pyc                                          18631  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         connect.cpython-37.pyc                                             1823  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         dynamic.cpython-37.pyc                                            16196  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         gencache.cpython-37.pyc                                           17161  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         genpy.cpython-37.pyc                                              30947  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         makepy.cpython-37.pyc                                             10623  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         selecttlb.cpython-37.pyc                                           4213  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         tlbrowse.cpython-37.pyc                                            8116  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         util.cpython-37.pyc                                                3967  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\client\__pycache__                         __init__.cpython-37.pyc                                           18203  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      connect.py                                                         3658  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      dump_clipboard.py                                                  2884  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      eventsApartmentThreaded.py                                         3752  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      eventsFreeThreaded.py                                              3527  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      excelAddin.py                                                      5943  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      excelRTDServer.py                                                 15526  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      iebutton.py                                                        7055  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      ietoolbar.py                                                      10752  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      outlookAddin.py                                                    4628  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      trybag.py                                                          1988  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos                                      __init__.py                                                           0  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          connect.cpython-37.pyc                                             2639  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          dump_clipboard.cpython-37.pyc                                      2421  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          eventsApartmentThreaded.cpython-37.pyc                             2234  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          eventsFreeThreaded.cpython-37.pyc                                  2013  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          excelAddin.cpython-37.pyc                                          4315  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          excelRTDServer.cpython-37.pyc                                     12640  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          iebutton.cpython-37.pyc                                            5988  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          ietoolbar.cpython-37.pyc                                           9683  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          outlookAddin.cpython-37.pyc                                        4043  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          trybag.cpython-37.pyc                                              2808  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\demos\__pycache__                          __init__.cpython-37.pyc                                             173  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       docindex.html                                                      1295  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       GeneratedSupport.html                                              6023  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       index.html                                                         1629  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       misc.html                                                          1164  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       package.html                                                       3253  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       PythonCOM.html                                                     8943  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       QuickStartClientCom.html                                           7310  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       QuickStartServerCom.html                                          12940  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML                                       variant.html                                                       5874  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 blank.gif                                                           864  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 BTN_HomePage.gif                                                    211  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 BTN_ManualTop.gif                                                   215  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 BTN_NextPage.gif                                                    218  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 BTN_PrevPage.gif                                                    216  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 pycom_blowing.gif                                                 20926  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 pythoncom.gif                                                      5767  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\HTML\image                                 www_icon.gif                                                        275  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\include                                    PythonCOM.h                                                       29959  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\include                                    PythonCOMRegister.h                                                4264  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\include                                    PythonCOMServer.h                                                  9042  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\libs                                       axscript.lib                                                      72478  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\libs                                       pythoncom.lib                                                    158768  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw                                     makegw.py                                                         17010  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw                                     makegwenum.py                                                      9750  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw                                     makegwparse.py                                                    30569  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw                                     __init__.py                                                          30  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw\__pycache__                         makegw.cpython-37.pyc                                             12822  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw\__pycache__                         makegwenum.cpython-37.pyc                                          9891  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw\__pycache__                         makegwparse.cpython-37.pyc                                        36182  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\makegw\__pycache__                         __init__.cpython-37.pyc                                             174  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     connect.py                                                         2426  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     dispatcher.py                                                      8993  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     exception.py                                                       3155  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     factory.py                                                          766  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     localserver.py                                                     1153  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     policy.py                                                         30629  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     register.py                                                       23084  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     util.py                                                            6364  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server                                     __init__.py                                                          49  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         connect.cpython-37.pyc                                             3025  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         dispatcher.cpython-37.pyc                                          9915  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         exception.cpython-37.pyc                                           2995  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         factory.cpython-37.pyc                                              920  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         localserver.cpython-37.pyc                                         1140  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         policy.cpython-37.pyc                                             26585  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         register.cpython-37.pyc                                           14464  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         util.cpython-37.pyc                                                7768  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\server\__pycache__                         __init__.cpython-37.pyc                                             174  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers                                    dictionary.py                                                      4061  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers                                    interp.py                                                          1701  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers                                    perfmon.py                                                         1050  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers                                    PythonTools.py                                                     1150  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers                                    test_pycomtest.py                                                  4533  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers                                    __init__.py                                                           0  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers\__pycache__                        dictionary.cpython-37.pyc                                          3801  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers\__pycache__                        interp.cpython-37.pyc                                              2137  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers\__pycache__                        perfmon.cpython-37.pyc                                             1483  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers\__pycache__                        PythonTools.cpython-37.pyc                                         1599  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers\__pycache__                        test_pycomtest.cpython-37.pyc                                      7872  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\servers\__pycache__                        __init__.cpython-37.pyc                                             175  15/01/2020 15:16:20  15/01/2020 15:16:20  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       daodump.py                                                         2040  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       errorSemantics.py                                                  5838  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       GenTestScripts.py                                                  2533  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       pippo.idl                                                          1852  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       pippo_server.py                                                    2731  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       policySemantics.py                                                 3030  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       readme.txt                                                          718  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testAccess.py                                                      5688  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testADOEvents.py                                                   2677  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testall.py                                                         8846  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testArrays.py                                                      2505  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testAXScript.py                                                    1268  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testClipboard.py                                                   5924  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testCollections.py                                                 4525  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testDates.py                                                       1431  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testDCOM.py                                                        1665  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testDictionary.py                                                  3002  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testDictionary.vbs                                                  562  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
.\venv2\Lib\site-packages\win32com\test                                       testDynamic.py                                                     2620  15/01/2020 15:16:18  15/01/2020 15:16:18  15/01/2020 15:16:22
